TIGR4.old,D39.old,TIGR4.new,TAIWAN.19F.new,TAIWAN.19F.old,D39.new,Location.Tag,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,Gene.Name,Gene.Description,Pathway,Pathway.Name
SP_2024,SPD_1833,SP_RS10240,SPT_RS10005,SPT_2020,SPD_RS09685,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,celC,"PTS system, cellobiose-specific IIA component",spn02060,Phosphotransferase system (PTS) 
SP_1563,SPD_1393,SP_RS07705,SPT_RS07475,SPT_1503,SPD_RS07335,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,,pyridine nucleotide-disulfide oxidoreductase family protein,,
SP_2027,SPD_1836,SP_RS10250,SPT_RS10015,SPT_2022,SPD_RS09695,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2031,SPD_1840,SP_RS10270,SPT_RS10035,SPT_2026,SPD_RS09715,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,L-ascorbate 6-phosphate lactonase,spn00053,Ascorbate and aldarate metabolism 
SP_2031,SPD_1840,SP_RS10270,SPT_RS10035,SPT_2026,SPD_RS09715,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,L-ascorbate 6-phosphate lactonase,spn01100,Metabolic pathways 
SP_2031,SPD_1840,SP_RS10270,SPT_RS10035,SPT_2026,SPD_RS09715,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,L-ascorbate 6-phosphate lactonase,spn01120,Microbial metabolism in diverse environments 
SP_1568,SPD_1398,SP_RS07730,SPT_RS07500,SPT_1508,SPD_RS07360,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,EngB,Ribosome biogenesis GTP-binding protein YsxC,,
SP_1569,SPD_1399,SP_RS07735,SPT_RS07505,SPT_1509,SPD_RS07365,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,ClpX,ATP-dependent Clp protease ATP-binding subunit,,
SP_2034,SPD_1843,SP_RS10285,SPT_RS10050,SPT_2029,SPD_RS09730,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,L-xylulose 5-phosphate 3-epimerase,spn00040,Pentose and glucuronate interconversions 
SP_2035,SPD_1844,SP_RS10290,SPT_RS10055,SPT_2030,SPD_RS09735,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase,spn00040,Pentose and glucuronate interconversions 
SP_2036,SPD_1845,SP_RS10295,SPT_RS10060,SPT_2031,SPD_RS09740,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn00053,Ascorbate and aldarate metabolism 
SP_2036,SPD_1845,SP_RS10295,SPT_RS10060,SPT_2031,SPD_RS09740,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn01100,Metabolic pathways 
SP_2036,SPD_1845,SP_RS10295,SPT_RS10060,SPT_2031,SPD_RS09740,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn01120,Microbial metabolism in diverse environments 
SP_2036,SPD_1845,SP_RS10295,SPT_RS10060,SPT_2031,SPD_RS09740,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02060,Phosphotransferase system (PTS) 
SP_1573,SPD_1403,SP_RS07755,SPT_RS07525,SPT_1513,SPD_RS07385,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,LytC,Lysozyme,,
SP_2038,SPD_1847,SP_RS10305,SPT_RS10070,SPT_2033,SPD_RS09750,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn00053,Ascorbate and aldarate metabolism 
SP_2038,SPD_1847,SP_RS10305,SPT_RS10070,SPT_2033,SPD_RS09750,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn01100,Metabolic pathways 
SP_2038,SPD_1847,SP_RS10305,SPT_RS10070,SPT_2033,SPD_RS09750,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn01120,Microbial metabolism in diverse environments 
SP_2038,SPD_1847,SP_RS10305,SPT_RS10070,SPT_2033,SPD_RS09750,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn02060,Phosphotransferase system (PTS) 
SP_1576,SPD_1406,SP_RS07770,SPT_RS07540,SPT_1516,SPD_RS07400,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,MetA,Homoserine O-succinyltransferase,spn00270,Cysteine and methionine metabolism 
SP_1576,SPD_1406,SP_RS07770,SPT_RS07540,SPT_1516,SPD_RS07400,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,MetA,Homoserine O-succinyltransferase,spn00920,Sulfur metabolism 
SP_1576,SPD_1406,SP_RS07770,SPT_RS07540,SPT_1516,SPD_RS07400,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,MetA,Homoserine O-succinyltransferase,spn01100,Metabolic pathways 
SP_1576,SPD_1406,SP_RS07770,SPT_RS07540,SPT_1516,SPD_RS07400,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,MetA,Homoserine O-succinyltransferase,spn01110,Biosynthesis of secondary metabolites 
SP_1576,SPD_1406,SP_RS07770,SPT_RS07540,SPT_1516,SPD_RS07400,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,MetA,Homoserine O-succinyltransferase,spn01230,Biosynthesis of amino acids 
SP_1577,SPD_1407,SP_RS07775,SPT_RS07545,SPT_1517,SPD_RS07405,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,Apt,Adenine phosphoribosyltransferase,spn00230,Purine metabolism 
SP_1577,SPD_1407,SP_RS07775,SPT_RS07545,SPT_1517,SPD_RS07405,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,Apt,Adenine phosphoribosyltransferase,spn01100,Metabolic pathways 
SP_1578,SPD_1408,SP_RS07780,SPT_RS07550,SPT_1519,SPD_RS07410,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Putative methyltransferase,,
SP_2042,SPD_1851,SP_RS10325,SPT_RS10090,SPT_2037,SPD_RS09770,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rnpA,ribonuclease P,,
SP_1583,SPD_1411,SP_RS07805,SPT_RS07570,SPT_1522,SPD_RS07430,,METABOLISM,,,Various metabolism,,,1,,Isochorismatase,,
SP_2045,SPD_1854,SP_RS10335,SPT_RS10100,SPT_2040,SPD_RS09780,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,Adenine-specific methyltransferase,,
SP_2048,SPD_1858,SP_RS10355,SPT_RS10115,SPT_2043,SPD_RS09800,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Cellular community,,2,comGF,Late competence protein ComGF,,
SP_2049,SPD_1859,SP_RS10360,SPT_RS10120,SPT_2044,SPD_RS09805,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Cellular community,,2,,,,
SP_1589,SPD_1416,SP_RS07830,SPT_RS07595,SPT_1527,SPD_RS07455,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,,Mur ligase family protein,spn00300,Lysine biosynthesis 
SP_1589,SPD_1416,SP_RS07830,SPT_RS07595,SPT_1527,SPD_RS07455,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,,Mur ligase family protein,spn00550,Peptidoglycan biosynthesis 
SP_2051,SPD_1861,SP_RS10370,SPT_RS10130,SPT_2046,SPD_RS09815,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Cellular community,,2,cglC,Late competence protein ComGC,,
SP_1591,SPD_1418,SP_RS07840,SPT_RS07605,SPT_1529,SPD_RS07465,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,PepQ,Xaa-Pro dipeptidase,,
SP_1597,SPD_1422,SP_RS07870,SPT_RS07630,SPT_1535,SPD_RS07490,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1598,SPD_1423,SP_RS07875,SPT_RS07635,SPT_1536,SPD_RS07495,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,,Phosphomethylpyrimidine kinase,spn00750,Vitamin B6 metabolism 
SP_1598,SPD_1423,SP_RS07875,SPT_RS07635,SPT_1536,SPD_RS07495,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,,Phosphomethylpyrimidine kinase,spn01100,Metabolic pathways 
SP_1600,SPD_1425,SP_RS07890,SPT_RS07650,SPT_1538,SPD_RS07510,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,Hypothetical Protein,,
SP_2058,SPD_1868,SP_RS10405,SPT_RS10165,SPT_2053,SPD_RS09850,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,tgt,queuine tRNA-ribosyltransferase,,
SP_1603,SPD_1428,SP_RS07905,SPT_RS07665,SPT_1543,SPD_RS07525,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,Cmk,Cytidylate kinase,spn00240,Pyrimidine metabolism 
SP_1603,SPD_1428,SP_RS07905,SPT_RS07665,SPT_1543,SPD_RS07525,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,Cmk,Cytidylate kinase,spn01100,Metabolic pathways 
SP_1606,SPD_1431,SP_RS07920,SPT_RS07680,SPT_1546,SPD_RS07540,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative glycosyl transferase family protein,,
SP_2063,SPD_1874,SP_RS10430,SPT_RS10190,SPT_2058,SPD_RS09880,Cell Wall,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1624,SPD_1437,SP_RS08010,SPT_RS07760,SPT_1563,SPD_RS07570,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative acyltransferase,spn00561,Glycerolipid metabolism 
SP_1624,SPD_1437,SP_RS08010,SPT_RS07760,SPT_1563,SPD_RS07570,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative acyltransferase,spn00564,Glycerophospholipid metabolism 
SP_1624,SPD_1437,SP_RS08010,SPT_RS07760,SPT_1563,SPD_RS07570,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative acyltransferase,spn01100,Metabolic pathways 
SP_1624,SPD_1437,SP_RS08010,SPT_RS07760,SPT_1563,SPD_RS07570,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative acyltransferase,spn01110,Biosynthesis of secondary metabolites 
SP_1625,SPD_1438,SP_RS08015,SPT_RS07765,SPT_1564,SPD_RS07575,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,Cad,Cadmium resistance transporter,,
SP_1626,SPD_1439,SP_RS08020,SPT_RS07770,SPT_1565,SPD_RS07580,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,RpsO,30S ribosomal protein S15,spn03010,Ribosome 
SP_1627,SPD_1440,SP_RS08025,SPT_RS07775,SPT_1566,SPD_RS07585,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1630,SPD_1442,SP_RS08035,SPT_RS07790,SPT_1569,SPD_RS07595,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1632,SPD_1445,SP_RS08045,SPT_RS07800,SPT_1571,SPD_RS07610,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,,,Signal transduction,,,1,,Putative sensor histidine kinase ,,
SP_1633,SPD_1446,SP_RS08050,SPT_RS07805,SPT_1572,SPD_RS07615,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Signal transduction,Transcription,,2,,Putative DNA-binding response regulator,,
SP_1634,SPD_1447,SP_RS08055,SPT_RS07810,SPT_1573,SPD_RS07620,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_2083,SPD_1909,SP_RS10605,SPT_RS10365,SPT_2093,SPD_RS10055,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Signal transduction,,,1,pnpS,Sensor histidine kinase PnpS,spn02020,Two-component system 
SP_1637,SPD_1449,SP_RS08070,SPT_RS07825,SPT_1576,SPD_RS07635,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,,Hypothetical Protein,,
SP_1641,SPD_1454,SP_RS08095,SPT_RS07855,SPT_1582,SPD_RS07660,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_2086,SPD_1912,SP_RS10620,SPT_RS10380,SPT_2096,SPD_RS10070,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,pstA,,spn02010,ABC transporters 
SP_1645,SPD_1458,SP_RS08110,SPT_RS07865,SPT_1585,SPD_RS07685,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,RelA,"Putative guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",spn00230,Purine metabolism 
SP_2088,SPD_1914,SP_RS10630,SPT_RS10390,SPT_2098,SPD_RS10080,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,phoU,Phosphate transport system regulatory protein PhoU,,
SP_1647,SPD_1460,SP_RS08130,SPT_RS07880,SPT_1587,SPD_RS07705,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,PepO,Putative endopeptidase O,,
SP_1648,SPD_1461,SP_RS08135,SPT_RS07885,SPT_1588,SPD_RS07710,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Cofactor and vitamin metabolism,,2,PsaB,"Manganese ABC transporter, ATP-binding component",spn02010,ABC transporters 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn00040,Pentose and glucuronate interconversions 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn00052,Galactose metabolism 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn00500,Starch and sucrose metabolism 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn00520,Amino sugar and nucleotide sugar metabolism 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn01100,Metabolic pathways 
SP_2092,SPD_1919,SP_RS10650,SPT_RS10410,SPT_2102,SPD_RS10100,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,galU,UTP-glucose-1-phosphate uridylyltransferase,spn01130,Biosynthesis of antibiotics 
SP_2094,SPD_1920,SP_RS10665,SPT_RS10415,SPT_2103,SPD_RS10105,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,,rhomboid family serine protease,,
SP_1656,SPD_1469,SP_RS08175,SPT_RS07925,SPT_1596,SPD_RS07750,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1659,SPD_1472,SP_RS08190,SPT_RS07940,SPT_1598,SPD_RS07765,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,IleS,Isoleucyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_1661,SPD_1474,SP_RS08205,SPT_RS07955,SPT_1600,SPD_RS07780,Intracellular,CELLULAR PROCESSES,,,Cell division,,,1,DivIVA,Cell division septum initiation protein,,
SP_1662,SPD_1475,SP_RS08210,SPT_RS07960,SPT_1601,SPD_RS07785,,CELLULAR PROCESSES,,,Cell division,,,1,YlmH,YlmH Protein,,
SP_2104,SPD_1930,SP_RS10720,SPT_RS10470,SPT_2113,SPD_RS10160,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1665,SPD_1478,SP_RS08225,SPT_RS07975,SPT_1604,SPD_RS07800,,CELLULAR PROCESSES,,,Cell division,,,1,YlmE,YlmE Protein,,
SP_2109,SPD_1935,SP_RS10750,SPT_RS10495,SPT_2117,SPD_RS10190,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,malC,Maltodextrin ABC transporter,spn02010,ABC transporters 
SP_1669,SPD_1482,SP_RS08245,SPT_RS07995,SPT_1608,SPD_RS07820,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,,Putative MutT/nudix family protein,,
SP_2113,SPD_1940,SP_RS10775,SPT_RS10515,SPT_2121,SPD_RS10215,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1673,SPD_1486,SP_RS08265,SPT_RS08015,SPT_1612,SPD_RS07840,Cell Wall,METABOLISM,CELLULAR PROCESSES,,Cell wall metabolism,Cell division,,2,FtsI/PenA,Penicillin-binding protein 2B,spn00550,Peptidoglycan biosynthesis 
SP_1673,SPD_1486,SP_RS08265,SPT_RS08015,SPT_1612,SPD_RS07840,Cell Wall,METABOLISM,CELLULAR PROCESSES,,Cell wall metabolism,Cell division,,2,FtsI/PenA,Penicillin-binding protein 2B,spn01100,Metabolic pathways 
SP_1673,SPD_1486,SP_RS08265,SPT_RS08015,SPT_1612,SPD_RS07840,Cell Wall,METABOLISM,CELLULAR PROCESSES,,Cell wall metabolism,Cell division,,2,FtsI/PenA,Penicillin-binding protein 2B,spn01501,beta-Lactam resistance 
SP_1674,SPD_1487,SP_RS08270,SPT_RS08020,SPT_1613,SPD_RS07845,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,"Putative phosphosugar-binding transcriptional regulator, RpiR family",,
SP_2116,SPD_1944,SP_RS10795,SPT_RS10535,SPT_2125,SPD_RS10235,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,,,,
SP_1679,SPD_1491,SP_RS08295,SPT_RS08045,SPT_1617,SPD_RS07870,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1680,SPD_1492,SP_RS08300,SPT_RS08050,SPT_1618,SPD_RS07875,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_2121,SPD_1950,SP_RS10825,SPT_RS10565,SPT_2132,SPD_RS10265,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,hisS,histidyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_2122,SPD_1951,SP_RS10830,SPT_RS10570,SPT_2133,SPD_RS10270,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2125,SPD_1954,SP_RS10840,SPT_RS10580,SPT_2136,SPD_RS10280,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,,Metal-sulfur cluster biosynthetic enzyme,,
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn00030,Pentose phosphate pathway 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01100,Metabolic pathways 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01110,Biosynthesis of secondary metabolites 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01120,Microbial metabolism in diverse environments 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01130,Biosynthesis of antibiotics 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01200,Carbon metabolism 
SP_2127,SPD_1957,SP_RS10855,SPT_RS10595,SPT_2139,SPD_RS10290,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,tktA2,"Transketolase, C-terminal subunit",spn01230,Biosynthesis of amino acids 
SP_2129,SPD_1959,SP_RS10865,SPT_RS10605,SPT_2141,SPD_RS10300,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn00053,Ascorbate and aldarate metabolism 
SP_2129,SPD_1959,SP_RS10865,SPT_RS10605,SPT_2141,SPD_RS10300,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn01100,Metabolic pathways 
SP_2129,SPD_1959,SP_RS10865,SPT_RS10605,SPT_2141,SPD_RS10300,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn01120,Microbial metabolism in diverse environments 
SP_2129,SPD_1959,SP_RS10865,SPT_RS10605,SPT_2141,SPD_RS10300,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ulaA,PTS system ascorbate-specific transporter subunit IIC,spn02060,Phosphotransferase system (PTS) 
SP_2131,SPD_1961,SP_RS10875,SPT_RS10615,SPT_2143,SPD_RS10310,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,bglG,"ranscriptional regulator, BglG family",,
SP_1690,SPD_1502,SP_RS08350,SPT_RS08100,SPT_1628,SPD_RS07925,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,"Putative ABC transporter, substrate-binding component ",,
SP_1691,SPD_1503,SP_RS08355,SPT_RS08105,SPT_1629,SPD_RS07930,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1694,SPD_1505,SP_RS08370,SPT_RS08115,SPT_1631,SPD_RS07940,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1695,SPD_1506,SP_RS08380,n.p,n.p.,SPD_RS07945,,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative acetyl xylan esterase,spn01130,Biosynthesis of antibiotics 
SP_1697,SPD_1507,SP_RS08390,SPT_RS08130,SPT_1635,SPD_RS07950,Intracellular,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Replication,DNA repair and editing,,2,RecG,ATP-dependent DNA helicase,spn03440,Homologous recombination 
SP_2142,SPD_1970,SP_RS10930,SPT_RS10670,SPT_2155,SPD_RS10360,,HYPOTHETICAL/UNKNOWN,,,,,,1,,ROK family protein,,
SP_1699,SPD_1509,SP_RS08400,SPT_RS08140,SPT_1637,SPD_RS07960,Intracellular,METABOLISM,,,Lipid metabolism,,,1,AcpS,4'-phosphopantetheinyl transferase,spn00770,Pantothenate and CoA biosynthesis 
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn00400,"Phenylalanine, tyrosine and tryptophan biosynthesis "
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01100,Metabolic pathways 
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01110,Biosynthesis of secondary metabolites 
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01130,Biosynthesis of antibiotics 
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01230,Biosynthesis of amino acids 
SP_1701,SPD_1511,SP_RS08410,SPT_RS08150,SPT_1639,SPD_RS07970,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn02024,Quorum sensing 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn00220,Arginine biosynthesis 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn00230,Purine metabolism 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn00910,Nitrogen metabolism 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn01100,Metabolic pathways 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn01120,Microbial metabolism in diverse environments 
SP_2151,SPD_1977,SP_RS10965,SPT_RS10705,SPT_2162,SPD_RS10395,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,arcC,Carbamate kinase,spn01200,Carbon metabolism 
SP_2153,SPD_1979,SP_RS10975,SPT_RS10715,SPT_2164,SPD_RS10405,,HYPOTHETICAL/UNKNOWN,,,,,,1,,peptidase,,
SP_1711,SPD_1521,SP_RS08460,SPT_RS08200,SPT_1649,SPD_RS08030,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaI,primosomal protein DnaI,,
SP_2158,SPD_1986,SP_RS11010,SPT_RS10750,SPT_2171,SPD_RS10435,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,fucI,L-fucose isomerase,spn00051,Fructose and mannose metabolism 
SP_2158,SPD_1986,SP_RS11010,SPT_RS10750,SPT_2171,SPD_RS10435,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,fucI,L-fucose isomerase,spn01120,Microbial metabolism in diverse environments 
